model,macro_success_mean,macro_success_std,overall_success_mean,overall_success_std,mean_maximum_lift_m,mean_maximum_lift_std_m,failure_rate
online_r1,0.1745879851143009,0.00716928378078829,0.19907407407407407,0.006547285010986554,0.0936552813121428,0.004192662075519981,0.1010311432958891
temporal3,0.2614974937343358,0.003332900261612872,0.27469135802469136,0.0057741626339103845,0.11834516484911244,0.0019015789095949347,0.10662941937334836
