method,display_name,official_macro_mean_percent,official_macro_std_percent,official_overall_mean_percent,stable_official_mean_percent,seed2025_count,seed2026_count,seed2027_count
released_official_bc,Released BC,2.462121212121212,0.22447834323382448,2.7777777777777777,1.3888888888888888,6,6,6
matched_official_bc,Matched BC,6.7584048505101135,0.3411065388848284,6.790123456790123,4.166666666666666,16,14,14
temporal3,Temporal3,12.047701324017112,0.32829631760250905,13.734567901234568,12.037037037037036,30,30,29
temporal3_demo80,+ Demo80,11.60310814916078,0.4249312871977404,11.728395061728394,9.104938271604938,25,24,27
chunk8_no_ensemble,+ Chunk8,15.160391509075719,0.15506727657599775,15.123456790123457,9.5679012345679,32,33,33
chunk8_equal,+ Ensemble,36.021841219209634,0.3205745630493483,38.425925925925924,35.80246913580247,83,82,84
chunk8_equal_lift,+ Lift,39.56466291992607,0.34224444375611446,42.74691358024691,39.04320987654321,93,91,93
